N,P,K,pH,Rainfall(mm),Temperature(°C),Humidity(%),SoilType,Region,Season,Crop,SoilOrganicCarbon(%),Altitude(m),IrrigationAvailability,WindSpeed(km/h),SoilMoisture(%),WaterTableDepth(m),HistoricalYield(t/ha)
59,63,44,8.42,232.0,37.1,62.3,Peaty,Gujarat,Zaid,Wheat,0.83,2628.0,Yes,8.6,7.4,23.2,1.24
132,83,137,5.15,132.5,21.2,54.2,Clay,Punjab,Zaid,Sugarcane,2.01,2766.0,Yes,9.0,42.0,9.5,6.42
59,124,129,6.02,280.8,21.8,83.9,Loamy,Maharashtra,Zaid,Wheat,2.6,991.0,No,24.3,40.1,4.3,6.68
80,118,94,7.84,107.9,38.6,87.0,Clay,Andhra Pradesh,Kharif,Cotton,1.03,2615.0,No,21.9,41.4,2.6,4.97
37,76,169,6.64,100.6,39.0,88.2,Sandy,Maharashtra,Zaid,Rice,2.03,1101.0,No,2.6,14.4,12.3,6.17
49,114,34,4.7,166.8,39.6,83.9,Silty,Gujarat,Zaid,Rice,2.07,2802.0,No,19.7,47.3,2.6,6.48
139,131,91,5.55,78.5,36.6,63.9,Peaty,Andhra Pradesh,Rabi,Jowar,2.75,2187.0,Yes,22.1,8.5,7.5,8.2
51,140,130,4.09,185.3,24.1,42.3,Sandy,Bihar,Kharif,Rice,1.93,834.0,Yes,10.8,39.6,2.2,9.3
99,76,40,8.23,51.3,24.2,65.3,Clay,West Bengal,Kharif,Jowar,0.29,2895.0,Yes,4.6,26.2,1.3,2.27
66,66,70,7.61,176.9,24.5,74.1,Sandy,Tamil Nadu,Kharif,Cotton,0.39,752.0,Yes,23.5,48.9,6.4,6.46
113,90,148,6.85,293.9,25.0,48.2,Chalky,Maharashtra,Kharif,Wheat,1.55,1144.0,Yes,3.8,7.4,26.3,2.75
71,115,155,5.07,268.9,35.3,47.9,Chalky,West Bengal,Zaid,Barley,0.7,974.0,Yes,9.3,12.7,12.5,8.07
21,130,82,8.23,105.2,39.8,51.2,Chalky,West Bengal,Zaid,Bajra,1.68,846.0,No,23.9,20.3,19.8,6.24
25,33,39,4.51,92.8,23.1,46.1,Chalky,Maharashtra,Kharif,Jowar,2.27,1811.0,No,20.8,42.5,11.3,3.81
47,7,188,7.42,122.9,33.1,59.6,Chalky,West Bengal,Rabi,Jowar,2.65,679.0,Yes,6.0,16.4,3.2,8.26
115,77,53,4.93,228.5,29.4,42.5,Peaty,Maharashtra,Zaid,Cotton,1.14,2257.0,No,22.6,41.1,14.7,2.32
14,110,129,5.19,129.9,38.9,53.8,Peaty,Maharashtra,Zaid,Barley,0.72,2128.0,Yes,0.6,27.6,21.5,7.74
105,122,40,8.26,62.1,39.6,55.9,Silty,Bihar,Zaid,Wheat,0.85,1425.0,Yes,13.8,40.3,7.5,6.48
41,55,149,4.19,262.9,39.7,64.1,Sandy,Maharashtra,Zaid,Maize,2.03,1144.0,No,16.5,30.0,17.4,4.55
23,125,30,4.61,239.0,38.0,85.2,Sandy,Maharashtra,Kharif,Sugarcane,1.41,1673.0,No,1.8,18.9,26.2,6.64
104,128,139,5.79,104.2,30.6,75.5,Sandy,Gujarat,Kharif,Maize,0.83,318.0,Yes,2.0,28.7,13.2,8.75
20,25,133,4.53,176.0,29.2,88.1,Peaty,Punjab,Zaid,Bajra,2.7,621.0,Yes,4.2,26.3,26.2,4.69
95,68,118,8.17,263.3,21.8,60.5,Sandy,West Bengal,Kharif,Sugarcane,1.28,298.0,Yes,12.8,27.0,22.9,4.69
36,26,196,4.18,121.9,38.0,57.0,Silty,Punjab,Kharif,Bajra,2.07,745.0,No,7.5,42.7,18.0,2.22
67,118,89,6.53,155.4,35.8,50.0,Chalky,Maharashtra,Zaid,Bajra,1.83,193.0,No,22.1,30.6,10.0,3.3
46,80,64,5.05,274.7,22.7,40.8,Silty,West Bengal,Rabi,Bajra,2.78,1046.0,Yes,1.3,24.9,24.9,4.28
94,119,69,4.69,225.1,33.0,65.0,Sandy,Punjab,Zaid,Bajra,1.48,1187.0,Yes,29.2,35.5,25.0,7.73
50,10,16,8.04,248.7,32.7,83.9,Peaty,West Bengal,Kharif,Cotton,0.88,668.0,No,5.8,15.2,25.3,9.78
35,18,130,6.15,72.6,30.8,69.2,Chalky,Punjab,Zaid,Sugarcane,1.31,1060.0,No,11.8,12.5,17.0,6.3
80,34,110,4.96,117.9,21.0,62.6,Loamy,Maharashtra,Rabi,Bajra,2.29,2462.0,Yes,12.9,32.1,25.9,1.59
88,5,74,5.94,113.4,38.3,49.5,Loamy,Tamil Nadu,Kharif,Maize,2.69,2108.0,Yes,4.3,26.5,25.1,4.18
1,113,52,6.78,146.8,22.7,80.0,Loamy,West Bengal,Rabi,Sugarcane,1.02,2168.0,No,15.2,34.8,1.7,5.67
38,7,34,7.07,218.2,27.7,53.5,Clay,Gujarat,Zaid,Cotton,2.71,1980.0,No,17.7,10.6,9.3,4.08
86,58,12,4.7,64.2,22.2,73.6,Loamy,Gujarat,Kharif,Pulses,0.58,232.0,No,17.7,31.8,9.8,1.97
130,64,151,6.17,149.2,27.5,58.1,Silty,Punjab,Kharif,Maize,1.27,228.0,Yes,27.0,41.6,27.7,8.98
56,8,183,4.15,155.3,39.8,64.2,Chalky,Gujarat,Zaid,Jowar,1.37,352.0,Yes,19.7,19.3,22.6,8.77
20,61,63,4.17,297.7,37.3,48.9,Loamy,Andhra Pradesh,Rabi,Cotton,2.86,954.0,Yes,18.8,35.0,29.8,7.64
98,109,169,5.99,291.3,33.9,49.5,Clay,Gujarat,Kharif,Barley,2.97,1333.0,No,5.0,5.3,14.5,5.64
74,128,32,6.87,154.3,32.0,77.6,Clay,West Bengal,Rabi,Maize,0.65,1467.0,No,8.1,13.8,30.0,9.37
132,122,84,7.48,228.1,26.3,55.1,Clay,Bihar,Kharif,Rice,1.31,799.0,No,26.4,44.9,21.5,5.21
63,126,102,7.19,140.4,27.5,51.3,Silty,Tamil Nadu,Zaid,Rice,1.14,2706.0,No,21.0,19.0,16.8,1.83
78,8,175,5.73,239.7,39.3,86.5,Loamy,Bihar,Kharif,Pulses,1.14,1952.0,No,27.7,37.1,16.7,6.73
52,132,142,4.24,255.0,25.6,74.1,Sandy,Andhra Pradesh,Kharif,Pulses,2.0,2993.0,Yes,7.1,9.8,15.8,6.6
68,17,142,4.84,146.4,31.5,47.9,Sandy,Gujarat,Zaid,Wheat,2.1,942.0,No,8.8,22.7,1.4,2.22
15,68,34,7.68,263.1,30.3,47.4,Sandy,Andhra Pradesh,Kharif,Cotton,2.52,1048.0,Yes,28.5,8.8,11.4,1.23
29,85,91,5.82,263.2,36.7,87.8,Sandy,Punjab,Kharif,Sugarcane,1.75,147.0,Yes,0.4,24.4,6.5,7.05
99,62,25,7.31,179.7,20.8,44.5,Sandy,Tamil Nadu,Kharif,Maize,1.16,607.0,Yes,23.9,9.8,14.0,1.77
45,143,114,7.22,291.7,22.7,42.2,Peaty,Bihar,Rabi,Pulses,1.58,271.0,No,7.1,12.0,7.8,1.35
54,40,41,7.55,299.8,32.4,68.1,Sandy,Maharashtra,Zaid,Bajra,1.64,1317.0,No,23.3,8.8,29.8,7.48
106,124,142,5.86,56.7,29.7,44.9,Sandy,Tamil Nadu,Kharif,Sugarcane,0.43,1901.0,No,6.7,26.1,19.1,7.54
132,67,201,6.57,149.8,27.6,42.4,Silty,Andhra Pradesh,Kharif,Jowar,2.53,940.0,No,8.2,11.5,14.5,7.17
86,103,154,8.28,58.0,25.1,74.8,Chalky,Gujarat,Zaid,Bajra,0.71,408.0,No,3.5,44.0,19.8,4.05
6,8,25,8.15,145.8,33.0,64.0,Silty,Bihar,Kharif,Cotton,2.77,23.0,No,18.7,39.6,20.9,8.96
21,33,124,7.75,272.3,33.4,83.3,Silty,Bihar,Rabi,Cotton,1.38,505.0,No,3.3,10.8,14.3,5.54
41,35,42,8.41,222.8,29.8,77.8,Silty,Andhra Pradesh,Rabi,Sugarcane,1.84,1684.0,No,10.8,31.6,14.0,2.53
108,32,30,4.39,258.4,20.7,67.1,Loamy,Gujarat,Kharif,Maize,0.57,2254.0,No,18.7,13.7,26.6,1.36
68,16,122,5.57,158.3,36.7,63.4,Sandy,Bihar,Zaid,Wheat,1.89,1560.0,Yes,5.2,20.9,15.1,6.66
60,47,114,4.07,278.5,20.6,62.1,Silty,West Bengal,Rabi,Wheat,1.46,300.0,Yes,14.7,5.6,21.3,6.27
112,59,195,7.3,136.0,33.8,83.4,Silty,West Bengal,Kharif,Rice,2.42,1095.0,No,11.5,39.4,15.6,4.75
89,128,44,7.14,218.9,35.1,75.8,Chalky,West Bengal,Kharif,Cotton,1.45,888.0,Yes,8.7,11.0,1.8,6.46
81,97,91,7.96,52.3,36.4,82.8,Peaty,West Bengal,Zaid,Sugarcane,1.37,1477.0,No,17.7,27.6,8.7,9.67
133,91,97,7.46,186.3,30.0,52.0,Peaty,Gujarat,Zaid,Pulses,2.71,1802.0,No,24.4,38.2,4.4,1.65
112,86,98,7.57,61.0,26.3,83.9,Clay,Gujarat,Rabi,Cotton,2.34,2283.0,Yes,1.2,24.6,13.8,2.54
18,86,70,6.72,147.5,29.7,45.2,Clay,Tamil Nadu,Kharif,Cotton,0.62,1360.0,Yes,12.7,16.4,15.9,5.44
94,59,93,7.35,133.5,35.5,61.8,Chalky,Bihar,Zaid,Cotton,1.43,2175.0,No,12.4,33.4,3.0,6.53
39,33,143,5.56,118.1,28.0,48.9,Chalky,Tamil Nadu,Kharif,Rice,0.25,1074.0,Yes,7.4,13.5,8.3,4.19
0,125,193,4.41,100.2,24.5,74.0,Chalky,West Bengal,Kharif,Sugarcane,2.12,372.0,Yes,7.3,14.3,4.8,2.25
136,132,184,4.63,159.7,34.5,84.9,Loamy,West Bengal,Rabi,Sugarcane,0.81,2228.0,No,15.7,17.2,3.0,8.64
124,80,138,6.41,275.7,25.5,55.5,Peaty,Andhra Pradesh,Rabi,Sugarcane,2.3,427.0,Yes,12.7,6.9,3.8,7.95
33,27,165,5.84,236.8,23.6,53.9,Silty,Maharashtra,Rabi,Barley,2.01,25.0,No,16.3,32.4,29.6,1.51
18,68,94,6.09,281.8,38.3,82.7,Silty,Punjab,Rabi,Jowar,0.5,1265.0,No,11.5,35.2,29.9,7.43
21,143,82,6.49,212.0,31.3,83.7,Sandy,Maharashtra,Zaid,Wheat,2.89,1463.0,No,23.2,8.5,11.3,7.41
23,116,74,8.1,133.6,27.5,76.8,Peaty,West Bengal,Zaid,Bajra,1.8,2173.0,No,6.5,11.4,21.2,2.57
102,72,10,6.06,174.5,22.2,85.2,Loamy,Bihar,Kharif,Barley,0.92,1580.0,No,5.4,29.3,4.7,3.85
84,40,158,5.62,211.4,34.4,58.0,Clay,Andhra Pradesh,Zaid,Sugarcane,1.73,557.0,No,1.5,30.2,22.0,7.77
110,38,128,4.98,255.5,37.4,66.9,Clay,Andhra Pradesh,Kharif,Bajra,1.71,1289.0,Yes,7.8,27.5,18.2,7.25
111,18,8,6.56,280.3,21.8,83.9,Chalky,Bihar,Zaid,Pulses,1.06,602.0,No,11.9,35.7,22.8,8.76
20,63,115,4.73,224.5,33.3,75.1,Chalky,Bihar,Zaid,Maize,2.47,740.0,No,27.0,11.7,11.7,7.46
100,144,69,4.09,150.2,30.2,40.8,Loamy,Maharashtra,Rabi,Cotton,0.65,1302.0,Yes,20.7,38.4,5.8,4.39
86,24,68,7.58,247.2,39.6,43.6,Sandy,Bihar,Rabi,Jowar,1.59,1023.0,No,26.5,21.3,9.8,4.39
139,120,9,4.13,96.1,33.2,70.4,Chalky,Punjab,Rabi,Wheat,0.58,572.0,No,13.6,24.4,1.2,4.31
55,92,142,5.81,215.1,38.9,63.0,Silty,Maharashtra,Kharif,Wheat,2.77,2384.0,Yes,18.4,13.3,11.6,1.01
136,115,176,5.88,226.3,37.2,54.7,Sandy,Maharashtra,Zaid,Cotton,1.94,2938.0,Yes,0.9,9.4,9.8,7.05
108,89,127,4.23,244.3,36.5,73.9,Peaty,Maharashtra,Rabi,Cotton,1.66,425.0,No,12.4,29.7,10.3,9.76
33,99,66,7.68,195.4,20.0,79.6,Loamy,Punjab,Rabi,Cotton,1.7,2934.0,No,1.2,6.9,22.7,9.94
62,49,97,5.78,199.1,33.2,65.4,Loamy,Punjab,Kharif,Pulses,2.68,839.0,Yes,13.3,30.1,10.4,5.23
121,88,92,6.0,133.7,20.3,78.7,Silty,Gujarat,Kharif,Jowar,0.6,2813.0,Yes,5.8,22.0,21.4,6.4
16,90,156,6.21,180.0,30.0,89.7,Clay,Gujarat,Rabi,Wheat,1.09,1789.0,Yes,13.9,10.6,29.5,4.27
71,72,167,7.79,188.6,37.9,42.3,Loamy,Maharashtra,Zaid,Sugarcane,2.2,2549.0,Yes,15.3,14.1,8.6,1.62
116,139,179,5.4,85.0,37.4,82.3,Chalky,Maharashtra,Zaid,Rice,0.31,2642.0,No,24.8,23.0,17.2,1.9
43,15,97,7.72,193.1,30.7,71.9,Peaty,Andhra Pradesh,Kharif,Barley,0.25,192.0,Yes,2.5,18.9,23.6,2.67
122,88,11,6.69,244.0,33.9,86.5,Peaty,Andhra Pradesh,Kharif,Sugarcane,0.31,245.0,Yes,24.0,40.7,21.5,7.76
11,104,29,8.43,80.8,23.7,64.8,Loamy,West Bengal,Kharif,Pulses,0.37,812.0,Yes,25.3,21.8,28.1,2.42
85,59,79,4.91,289.4,30.7,71.1,Loamy,Andhra Pradesh,Kharif,Cotton,0.42,503.0,Yes,0.3,47.4,20.9,7.17
139,44,41,8.22,100.0,24.4,61.8,Sandy,Bihar,Zaid,Jowar,0.48,2342.0,No,15.5,12.6,22.6,7.8
61,52,53,5.7,139.0,34.9,55.4,Silty,West Bengal,Zaid,Wheat,0.42,705.0,Yes,10.1,12.9,4.0,1.12
16,12,75,6.12,124.0,25.5,54.0,Chalky,Andhra Pradesh,Kharif,Wheat,2.53,2952.0,No,27.7,47.1,1.1,3.9
90,100,26,6.65,108.0,38.5,69.8,Chalky,Gujarat,Zaid,Wheat,2.76,755.0,No,14.3,28.8,20.2,5.16
134,24,14,5.18,257.7,21.2,68.4,Sandy,Maharashtra,Kharif,Bajra,2.08,1706.0,No,17.0,28.0,15.9,4.06
123,138,53,6.22,215.0,23.1,53.8,Sandy,Andhra Pradesh,Rabi,Rice,0.62,478.0,No,7.1,41.2,3.6,9.08
85,126,34,7.5,251.0,35.4,40.3,Sandy,West Bengal,Zaid,Maize,1.92,2769.0,No,18.7,14.9,2.5,7.14
127,136,152,4.7,163.2,24.5,77.3,Sandy,Punjab,Rabi,Jowar,0.97,1111.0,Yes,10.7,17.9,12.4,2.47
135,115,9,8.0,278.0,38.5,45.2,Clay,West Bengal,Kharif,Wheat,1.57,2379.0,No,24.4,18.8,13.4,6.75
76,15,183,7.65,75.6,34.2,89.5,Chalky,Tamil Nadu,Rabi,Wheat,0.39,1223.0,No,6.7,41.5,7.3,1.49
5,132,57,5.67,290.2,37.6,42.6,Sandy,Bihar,Rabi,Jowar,0.21,35.0,No,26.4,8.6,9.8,8.53
123,95,68,5.7,128.6,25.1,63.5,Sandy,West Bengal,Kharif,Maize,1.66,1519.0,No,27.2,22.5,6.6,1.48
23,68,98,5.52,175.2,24.6,59.6,Peaty,Maharashtra,Kharif,Pulses,2.4,1764.0,No,15.7,17.3,19.5,9.05
108,133,16,8.28,135.5,28.2,47.4,Sandy,West Bengal,Kharif,Cotton,1.37,2268.0,Yes,12.7,29.5,2.6,5.52
126,24,98,5.47,88.5,20.5,64.1,Peaty,Bihar,Kharif,Cotton,2.62,2486.0,No,22.1,40.9,8.3,5.43
113,48,106,7.9,242.7,20.7,86.8,Clay,Andhra Pradesh,Rabi,Jowar,0.67,2257.0,No,29.5,21.7,6.1,7.81
14,97,140,5.22,66.9,31.7,86.6,Silty,Tamil Nadu,Kharif,Jowar,0.96,1292.0,Yes,0.3,6.6,1.6,1.15
37,27,160,8.44,80.3,32.9,65.8,Peaty,Bihar,Rabi,Wheat,2.01,295.0,No,8.6,36.3,18.7,4.76
19,19,180,6.57,293.0,25.5,49.1,Loamy,Punjab,Zaid,Cotton,0.96,1958.0,No,15.9,30.8,13.5,5.25
52,17,149,4.7,279.2,23.2,64.8,Loamy,Maharashtra,Zaid,Jowar,2.06,2038.0,Yes,28.7,25.5,17.1,4.07
81,101,146,4.75,241.2,22.4,67.7,Loamy,West Bengal,Kharif,Pulses,1.36,448.0,Yes,12.3,10.8,27.3,2.15
70,83,179,8.45,86.1,29.7,69.9,Sandy,Punjab,Rabi,Maize,1.59,1959.0,Yes,0.6,47.2,24.3,5.98
111,32,183,8.21,189.2,23.3,78.5,Silty,Maharashtra,Rabi,Jowar,1.87,1110.0,Yes,5.8,39.0,22.2,7.15
51,94,122,5.52,291.2,39.5,64.7,Chalky,Tamil Nadu,Kharif,Maize,0.3,341.0,Yes,24.6,15.5,18.7,1.76
87,141,33,8.23,234.4,35.0,63.1,Loamy,Tamil Nadu,Zaid,Wheat,1.67,362.0,No,28.1,19.6,8.6,6.84
48,106,105,7.12,79.9,37.8,81.8,Silty,Bihar,Rabi,Jowar,1.97,2428.0,No,24.3,5.3,28.1,6.76
78,125,185,6.24,185.7,36.4,49.6,Clay,Tamil Nadu,Rabi,Sugarcane,2.21,1930.0,No,21.1,19.1,17.1,2.73
15,142,78,7.39,146.2,21.9,58.1,Peaty,Punjab,Kharif,Jowar,2.61,2598.0,No,8.0,19.7,5.0,1.82
46,134,122,5.63,279.0,31.9,52.1,Loamy,Punjab,Rabi,Barley,0.56,1716.0,No,26.5,44.5,22.6,4.35
12,85,82,8.25,297.3,23.9,89.4,Silty,Tamil Nadu,Rabi,Wheat,1.73,55.0,Yes,24.2,10.4,20.6,7.53
82,132,28,7.69,192.6,38.0,86.4,Sandy,Andhra Pradesh,Zaid,Jowar,0.91,1381.0,No,23.3,30.4,15.7,2.56
40,26,173,7.9,172.8,30.4,90.0,Silty,Andhra Pradesh,Zaid,Jowar,2.85,386.0,Yes,28.7,38.6,22.5,2.02
135,85,157,4.4,262.9,30.3,41.5,Chalky,Gujarat,Zaid,Sugarcane,0.54,1456.0,No,28.2,11.7,25.4,1.96
45,53,69,7.32,195.3,36.7,52.8,Silty,Andhra Pradesh,Zaid,Rice,0.22,1139.0,Yes,29.6,12.8,22.1,5.0
128,133,111,6.26,186.5,37.7,72.2,Chalky,Bihar,Rabi,Jowar,2.34,1257.0,No,26.0,7.1,20.0,2.08
78,89,144,4.14,257.7,38.2,80.4,Sandy,Bihar,Zaid,Bajra,1.6,1700.0,No,15.7,29.2,4.6,9.84
64,95,161,6.3,245.4,24.5,78.7,Loamy,Punjab,Kharif,Cotton,1.75,1683.0,No,20.6,11.8,3.1,3.61
89,79,12,6.49,99.6,31.9,43.2,Loamy,Gujarat,Rabi,Bajra,0.88,1727.0,Yes,7.7,48.2,19.1,9.81
61,87,188,4.21,204.0,31.0,76.8,Chalky,Maharashtra,Rabi,Bajra,0.52,1874.0,Yes,24.8,29.8,24.1,2.79
112,45,144,8.42,299.6,34.4,80.0,Chalky,Maharashtra,Kharif,Wheat,2.71,386.0,Yes,5.9,30.2,26.0,8.57
127,110,162,8.21,166.0,33.2,50.6,Sandy,Bihar,Rabi,Maize,1.23,2730.0,No,19.3,23.9,3.5,7.22
43,118,145,4.59,216.6,36.9,58.4,Peaty,West Bengal,Kharif,Jowar,0.6,1894.0,Yes,4.8,48.6,19.3,2.59
82,14,103,7.12,97.6,37.0,53.1,Peaty,West Bengal,Rabi,Wheat,2.34,1295.0,Yes,27.2,17.2,25.6,7.66
109,43,154,7.27,55.6,28.5,74.7,Silty,Maharashtra,Rabi,Pulses,1.02,356.0,No,27.1,5.5,12.4,7.23
19,20,10,7.68,103.1,36.4,89.4,Sandy,Maharashtra,Zaid,Jowar,2.27,1200.0,Yes,18.4,7.7,21.4,6.91
72,61,97,6.73,154.4,22.4,41.5,Chalky,West Bengal,Zaid,Wheat,1.48,1973.0,No,27.2,45.4,7.8,1.11
39,20,155,4.51,183.5,30.7,58.2,Clay,Maharashtra,Kharif,Bajra,2.89,597.0,No,5.5,48.5,13.1,3.1
81,25,132,7.7,157.2,25.2,65.3,Loamy,Gujarat,Kharif,Rice,1.73,2601.0,Yes,18.0,7.9,15.8,1.25
138,137,174,6.18,167.0,36.3,70.7,Chalky,Tamil Nadu,Rabi,Sugarcane,1.63,21.0,Yes,27.7,40.6,8.4,4.71
46,68,79,4.27,263.1,30.9,69.4,Chalky,Gujarat,Kharif,Sugarcane,0.39,2256.0,Yes,6.6,45.3,12.1,9.52
81,33,134,5.43,139.7,34.2,77.0,Peaty,Bihar,Rabi,Cotton,1.89,2561.0,Yes,19.0,5.3,14.4,1.26
94,115,84,7.58,154.7,27.6,81.9,Silty,West Bengal,Kharif,Jowar,2.08,2836.0,Yes,22.3,37.3,4.3,7.93
45,41,104,7.08,217.0,33.7,46.8,Silty,West Bengal,Zaid,Sugarcane,1.56,2316.0,Yes,1.8,27.2,8.2,7.7
103,35,81,6.3,171.7,24.8,43.2,Peaty,West Bengal,Rabi,Rice,1.11,2601.0,Yes,18.3,22.8,6.7,1.03
136,118,5,5.06,224.0,22.2,85.0,Loamy,Punjab,Rabi,Maize,1.49,1714.0,Yes,12.8,15.4,22.3,2.8
136,109,103,6.43,186.7,22.3,41.8,Chalky,Bihar,Rabi,Barley,2.49,1645.0,Yes,13.7,49.3,27.2,7.89
41,29,96,6.96,213.3,25.3,44.6,Sandy,Andhra Pradesh,Zaid,Rice,0.93,2426.0,No,14.5,18.0,2.5,1.61
20,116,190,6.54,259.2,33.0,87.2,Silty,Andhra Pradesh,Rabi,Bajra,0.28,51.0,Yes,5.7,34.5,13.3,2.15
99,70,166,7.52,207.5,20.7,61.3,Silty,Tamil Nadu,Zaid,Rice,2.14,706.0,Yes,18.8,49.2,12.1,1.08
85,7,35,8.38,129.4,28.9,77.1,Sandy,Andhra Pradesh,Rabi,Wheat,1.93,834.0,No,18.1,34.3,23.9,4.31
23,75,137,6.83,202.4,32.9,49.0,Silty,Andhra Pradesh,Zaid,Maize,0.25,1783.0,No,21.8,45.1,27.5,8.1
67,105,170,4.43,162.0,35.0,84.2,Sandy,Bihar,Kharif,Pulses,0.88,854.0,No,19.4,6.0,28.2,3.04
45,89,160,7.92,178.5,27.7,49.4,Chalky,Gujarat,Kharif,Cotton,2.32,576.0,Yes,1.7,15.1,24.5,9.21
80,77,93,5.68,257.5,27.8,75.3,Sandy,Tamil Nadu,Zaid,Wheat,2.88,204.0,No,24.6,16.5,24.2,1.2
135,16,39,6.37,201.1,26.9,78.3,Chalky,Tamil Nadu,Rabi,Jowar,1.84,629.0,No,20.5,45.8,8.9,3.48
46,7,78,6.45,231.0,22.9,57.4,Clay,Gujarat,Rabi,Bajra,2.84,1397.0,Yes,27.1,38.5,2.0,9.26
55,143,153,4.93,78.6,34.7,79.7,Peaty,Punjab,Zaid,Cotton,0.41,2214.0,No,24.3,29.3,21.4,3.27
101,57,107,8.43,100.4,22.6,56.2,Peaty,West Bengal,Kharif,Cotton,0.23,2919.0,Yes,0.3,9.7,8.3,5.16
37,26,21,7.02,283.1,24.6,55.4,Loamy,Andhra Pradesh,Zaid,Maize,2.09,380.0,Yes,5.2,44.6,24.5,9.53
114,144,5,5.65,275.6,33.6,40.1,Loamy,Andhra Pradesh,Zaid,Pulses,0.72,598.0,No,17.7,20.5,3.4,8.78
61,67,197,5.13,292.8,26.0,61.0,Clay,Andhra Pradesh,Zaid,Rice,0.73,928.0,Yes,26.2,12.8,24.9,7.18
121,142,54,5.12,211.2,26.9,80.6,Peaty,Tamil Nadu,Rabi,Barley,2.92,2343.0,No,6.8,18.0,17.6,4.4
98,43,113,6.35,108.2,26.3,64.2,Loamy,Maharashtra,Zaid,Bajra,1.21,813.0,No,17.3,19.0,1.5,2.47
68,129,5,7.91,145.1,24.2,46.3,Chalky,Punjab,Rabi,Cotton,2.09,1195.0,Yes,7.2,30.3,5.9,2.54
31,104,127,5.82,234.7,39.2,54.8,Clay,West Bengal,Rabi,Barley,2.83,1824.0,No,13.1,7.1,11.4,4.8
31,112,119,7.4,233.3,39.0,69.3,Clay,Andhra Pradesh,Rabi,Jowar,1.77,1043.0,No,21.7,10.2,18.2,1.46
127,84,36,7.99,149.8,33.2,72.0,Loamy,Maharashtra,Rabi,Barley,1.45,2412.0,Yes,11.7,24.2,18.8,5.23
47,9,75,6.47,228.3,39.9,57.8,Sandy,Bihar,Rabi,Jowar,1.13,2121.0,Yes,23.1,13.9,17.3,3.38
138,21,147,4.05,169.1,29.5,57.6,Clay,Gujarat,Rabi,Maize,1.51,2891.0,No,25.9,47.5,16.6,7.83
113,61,11,7.93,176.1,34.3,88.3,Silty,Punjab,Rabi,Barley,2.09,995.0,Yes,21.2,5.0,20.1,8.31
13,131,35,6.35,209.1,27.8,65.2,Clay,Andhra Pradesh,Kharif,Maize,2.7,1306.0,Yes,18.5,45.3,9.7,3.77
90,81,27,6.77,105.8,39.4,75.7,Peaty,Tamil Nadu,Zaid,Pulses,2.51,295.0,No,17.2,10.0,21.8,1.89
105,144,55,5.18,193.0,39.8,87.5,Sandy,Maharashtra,Zaid,Cotton,2.0,490.0,No,5.8,9.3,26.9,6.71
119,41,155,8.08,136.2,28.4,73.3,Silty,Andhra Pradesh,Kharif,Pulses,2.05,1891.0,No,26.5,20.1,12.6,4.47
79,30,113,5.55,81.3,31.4,42.6,Loamy,Maharashtra,Zaid,Sugarcane,0.54,1129.0,No,4.7,33.9,11.8,2.11
102,72,192,4.27,134.0,33.3,75.0,Sandy,Tamil Nadu,Rabi,Cotton,0.64,1587.0,No,7.3,27.6,7.2,8.45
124,103,148,7.59,262.9,33.7,54.6,Loamy,Bihar,Zaid,Maize,0.52,2394.0,No,18.9,45.2,1.8,5.05
55,113,101,6.12,85.9,25.1,79.6,Silty,Punjab,Zaid,Pulses,2.23,2946.0,Yes,23.0,34.3,19.7,6.24
9,31,198,6.45,158.1,24.4,59.7,Peaty,Maharashtra,Rabi,Cotton,1.7,1325.0,Yes,1.8,34.1,11.6,2.46
95,34,178,5.73,250.8,27.8,77.6,Loamy,West Bengal,Kharif,Bajra,2.54,821.0,No,5.0,23.0,23.9,7.45
7,89,61,5.42,168.9,21.0,55.6,Clay,Gujarat,Kharif,Barley,0.53,2113.0,No,13.9,35.2,27.5,1.2
78,119,178,4.12,269.5,24.0,75.2,Loamy,Tamil Nadu,Kharif,Rice,1.24,2746.0,Yes,11.4,26.5,16.3,5.97
121,81,150,6.44,95.3,24.9,68.7,Peaty,Punjab,Zaid,Jowar,2.0,2485.0,Yes,8.0,38.8,24.4,9.49
41,120,191,8.13,69.9,36.5,55.1,Silty,Maharashtra,Kharif,Wheat,0.3,311.0,Yes,21.1,10.8,28.1,6.71
9,38,71,8.05,165.7,20.1,52.9,Peaty,West Bengal,Rabi,Jowar,0.73,1009.0,Yes,13.5,36.8,1.2,2.14
28,55,26,5.86,286.7,39.8,82.7,Chalky,Andhra Pradesh,Zaid,Jowar,1.83,541.0,Yes,10.3,45.6,27.8,3.33
14,35,140,8.38,114.7,31.7,75.6,Sandy,Bihar,Kharif,Maize,2.78,1902.0,No,6.9,27.6,26.7,6.67
11,75,87,8.21,195.7,24.3,82.7,Peaty,Maharashtra,Kharif,Cotton,1.21,2847.0,No,14.3,49.6,24.3,6.58
93,12,83,7.64,292.5,20.8,71.0,Sandy,West Bengal,Zaid,Cotton,2.68,542.0,Yes,2.7,38.7,23.9,7.61
109,62,52,5.46,129.4,33.3,49.8,Loamy,Tamil Nadu,Kharif,Pulses,2.33,396.0,Yes,23.9,32.5,28.9,4.67
38,92,62,5.17,249.8,26.9,71.0,Chalky,Maharashtra,Kharif,Maize,2.55,2379.0,No,20.9,7.7,6.4,9.77
